req_text;profession
Demando à Secretaria de Relações Internacionais (SRI) da Universidade Federal de São Paulo (Unifesp) cópia da documentação relacionada ao processo de renovação do convênio entre dita Universidade e a Universidade de Santiago de Compostela (USC) correspondente aos anos de 2016 e 2017. Ademais, solicito cópia do documento em que conste o último convênio estabelecido entre a Unifesp e a USC, mesmo que este já tenha expirado. Por fim, demando que me sejam disponibilizadas as seguintes informações sobre a já referida renovação do convênio entre a Unifesp e a USC: [1] Em 25 de agosto 2017, a SRI me informou, via e-mail (anexo 1), haver retomado o processo de renovação do convênio com a USC. De fato, em 2017, a SRI retomou este processo? Em caso afirmativo, solicito informações sobre como anda tal processo de renovação, isto é, (i) a data em que a renovação foi solicitada, (ii) o/a responsável, na SRI, por solicitar a referida renovação, (iii) os documentos necessários para a renovação, (iv) os documentos já enviados e os pendentes, (v) os responsáveis por enviar tais documentos à SRI, (vi) o prazo ou expectativa de prazo para renovação do convênio, e (vii) quaisquer informações que a SRI julgue importantes para me manter atualizado e me ajudar a acompanhar o processo. Estas informações já foram solicitadas diretamente à SRI, mas nunca me foi dada uma resposta satisfatoriamente objetiva (anexo 5). [2] No e-mail supracitado, a SRI me informou que o processo de renovação estava com “alguns entraves processuais”. Tais “entraves” já foram solucionados? Se não, solicito informações acerca de quais “entraves” se refere a SRI e quais medidas foram tomadas para solucioná-los. [3] Em 6 novembro de 2017, a USC me informou, via e-mail (anexo 2), que o convênio com a Unifesp está paralisado desde 2016, porque falta, da parte da Unifesp, envio de documentação. A SRI enviou esta documentação? Em caso negativo, que documentação é esta? Quem é o/a responsável por ela?;academic
Boa tarde Cf. protocolo 03950002144201897, solicitei dados, por setores censitários da raça cor da população do Censo 2000. Me foi enviado links de download de informações que, após processadas, não coincidem com a solicitação. Neste sentido peço os dados, por setores censitários, da raça cor da população ou a informação se não existe. Solicito o envio de arquivo em formato legível por software aberto. Solicito também informações sobre a resposta em anexo, dada em outra situação. Att;government
Na revista TEMA nº 226 de 2014, na página 8, há uma menção ao Programa Serpro de Inclusão Digital (PSID). Entretanto, não há nenhuma informação sobre esse programa na página específica da empresa (http://www.serpro.gov.br/menu/quem-somos/transparencia1/lei-de-acesso-a-informacao/acoes-e-programas). Solicito então, as seguintes informações: 1) A norma que criou o Programa Serpro de Inclusão Digital. 2) A relação de ações do programa desde sua criação.;government
Desejo saber a quantidade ATUALIZADA de cargos de assistente em administração vagos.;government
Gostaria de obter informações acerca dos gastos com o programa 0633 (Programa Ensino Profissional da Marinha), nas ações 2509 (ensino preparatório para formação de Oficiais) e 2514 (formação de oficiais), entre os anos de 2001 e 2005, nas seguintes unidades: 1) Escola Naval, entre os anos de 2001 e 2004, 2) Centro de Instrução Almirante Wandenkolk – CIAW entre janeiro de 2005 e junho de 2005, 3) Navio-Escola Brasil. É importante, também, a discriminação da quantidade de Aspirantes por ano do ciclo escolar nas referidas unidades, nos períodos citados. Desde já, agradeço pelas informações.;government
Sou servidora do estado no cargo de comissão de assistente preciso abrir uma conta no Banrisul para o recebimento do salário mas possuo um debito pois era pensionista do meu pai e o debito ficou em aberto, fui orientada a ir no banrisul pelo meu rh e informar que queria abrir a conta salario, procurei duas agência da mesma e fui informada que a abertura da conta seria possível mas que ocorreria 30% de desconto do meu salário todo mês para abatimento da divida, gostaria de saber se eles podem fazer isso e como devo proceder.;government
Prezados, bom dia. No evento de lançamento do Código de Defesa do Usuário de Serviços Públicos (https://www.youtube.com/watch?v=sy3IV_VW8is), foi relatado que a Ouvidoria-Geral da União estava regulamentando um novo tipo de manifestação do usuário junto às ouvidorias, qual seja, a Comunicação (reclamações e denúncias recebidas de modo anônimo). Ocorre que, em visita ao Portal do E-Ouv (https://sistema.ouvidorias.gov.br/publico/Manifestacao/RegistrarManifestacao.aspx?ReturnUrl=%2f), não visualizei a opção de fazer tal manifestação. A dúvida é a seguinte: há previsão para a CGU/OGU inserir no sistema E-Ouv esse tipo de manifestação (Comunicação)? Gostaria, também, que me enviassem a Instrução Normativa e/ou Decreto que regulamentam o recebimento de manifestações junto à Ouvidoria-Geral da União. Obrigado.;government
Prezado, Segue os dados que solicito: - Dados MCMV para os municípios de Araraquara, São Carlos no período de 2009 a 2017. - Informações básicas para todas as tabelas: - Tipologia do imóvel ( residencia unifamiliar, multifamiliar - para unidade multifamiliar indicar a quantidade de unidades autônomas),unidade autônoma, localização do imóvel, -Valor do Financiamento Contratado, -Valor dos subsídios do Orçamento Geral da União, -Valor dos subsídios do Fundo de Garantia por Tempo de Serviço, -Valor total das operações do MCMV, -Unidades em construção - Obras em andamento - MCMV -Unidades em ações preparatórias - MCMV -Unidades entregues - MCMV -Unidades com obras concluídas - MCMV -ANO Contratado versus Ano Concluído - Um projeto pode ter sido contratado em 2009 e concluído em 2010. Tabelas: - Unidades contratadas na Faixa 1 - MCMV. - Unidades contratadas na Faixa 2 - MCMV. - Unidades contratadas na Faixa 3 - MCMV - Unidades contratadas urbanas. - Unidades contratadas rurais - MCMV - Unidades contratadas em todas as Faixas - MCMV Ainda, o que se entende por: Unidades Contratadas, Unidades Entregues, Unidades Construídas, Ações Preparatórias. - Quais as fases de pagamento do financiamento de cada etapa. Qual a taxa de inadimplência para CADA faixa do Programa, separados por faixa? Qual a taxa de recuperação do imóvel financiado, separados por faixa? Quais os Empreendimentos de Interesse Social- dados: Nome, Ano de Contratação, Ano de Entrega, Faixa do PMCMV, tipo (apartamento/casa)? Valores contratados? Agentes Contratantes? PMCMV Entidades: Nome, Ano de Contratação, Ano de Entrega, Faixa do PMCMV, tipo (apartamento/casa)? Valores contratados? Agentes Contratantes? Att.;government
Prezados, Entro em contato para pedir dados basicos para minha dissertação de mestrado sobre o sistema elétrico brasileiro. Gostaria de pedir os dados utilizados na elaboração do gráfico 16, pg. 76 do PDE 2024: Capacidade instalada por tipo de fonte em dezembro de 2014. IMPORTANTE: preciso dos dados totalmente desagregados por fonte, ou seja, números especificos para solar (PV, CSP, se houver), eólica (onshore, offshore, se houver), PCH e biomassa, bem como para cada tipo de térmica, classificadas de acordo com o combustível utilizado (carvão, gás natural, óleo diesel, óleo combustível, etc.). Caso tenham os dados recentes contabilizados para dezembro de 2015, e puderem liberá-los, melhor ainda. Muito obrigado, Renato;academic
Os dados devem ser por tipo de mineral e por município, apresentando inclusive indicadores de reserva mineral, produção e exportação nos períodos em quantidade e valor.;academic
Boa tarde Estou escrevendo meu trabalho de conclusão do curso de Direito e estou em busca de informações oficiais a cerca de pessoas desaparecidas no Brasil, com enfase no Rio Grande do Sul. Pessoas entende-se criança, adolescente, adulto e idosos, que tenham desaparecido entre o ano 2000 á 2016. Com inquerito policial aberto ou já arquivado. Gostaria de solicitar quaisquer dados oficiais que possuam, ou uma indicação de quem poderá me ajudar. Att Natalia Lima;academic
Solicito a portaria de transferência e/ou extrato do DOU da referida transferência do empregado Zacarias ferreira Cabral mat 70001463, para a administração central-CBTU/RJ,ocorrido em março de 2015! Agradeço.;government
Solicito informações sobre a legislação que baseia a assistência estudantil referente ao subsídio de refeições (almoço, jantar, café da manhã) nos campi do instituto federal, assim como a política de assistência estudantil. Além disso, requeiro sobre: 1- A quantidade de campi que possuem o restaurante estudantil (vulgo 'bandejão'), 2- A motivação específica que deu origem ao benefício, como o tipo de modalidade de ensino (internato, turno integral etc) ou como a localização do estabelecimento de ensino (zona rural, periférica), 3- O preço da refeição subsidiada para o estudante matriculado, 4- E se o 'bandejão' advém após a Lei 11892/08 ou é anterior a criação da Rede Federal de Educação Profissional, Científica e Tecnológica.;academic
1.Quantos contratos vigentes de tecnologia da informação e comunicações esta instituição possui? (Valor unitário) 2.Qual a quantidade de servidores públicos que realizam gestão dos contratos referenciados na questão 1? Ex. Se um servidor realiza gestão de mais de um contrato, contar apenas uma vez. (Valor unitário) 3.Qual a quantidade de servidores públicos em exercício no setor de TIC da sua instituição? (Valor unitário) 4.Qual a quantidade de terceirizados em exercício no setor de TIC da sua instituição? (Valor unitário) 5.Qual a quantidade aproximada de usuários internos (servidores + colaboradores) na sua instituição? (Valor unitário) 6.O responsável pelo setor de tecnologia da informação desta instituição entende que há necessidade de aumentar a quantidade de servidores públicos com capacidade de realizar gestão de contratos de TIC? (Sim/Não/Não sei) 7.Essa instituição teve, nos últimos 5 anos, algum problema devido à má gestão de contratos de TIC? (Sim/Não/Não sei);government
Olá, gostaria de saber como faço para ter a informação de se um determinado terreno está em área da marinha. Caso seja, como faço para conseguir a escritura do tal terreno?? Obrigada!;academic
Gostaria de saber como faço para poder realizar uma reclamação com uma empresa de pequeno porte, já que não recebo protocolos nas ligações feitas, e como posso saber se esta empresa está cadastrada na Anatel. Muito obrigado!;academic
Quero saber onde esta minha encomenda, que até hoje nao chegou e ja esta a mais de 130 dias liberada. Código de rastreio: RY558184607CN. Ja abri varias reclamações, todas sem respostas. Quero saber quando sera entregue e onde esta.;academic
Solicito, por meio deste, formalmente, as notas de corte de todas as IES participantes do SISU 2018, com intuito de realizar estudos estatísticos acadêmicos correlacionando estes dados com os do Exame Nacional do Ensino Médio já disponibilizados pelo Instituto Nacional de Educação e Pesquisa (INEP). Reitero que informações pessoais acerca dos participantes não devem ser necessariamente inclusas, apenas as notas de corte para cada curso, para cada IES participante do SISU 2018.;academic
"Como a CAPES entende a expressão ""vínculo funcional"", uma vez que servidor aposentado mantém vínculo com sua instituição de origem. Como interpretar o caso de professores que se aposentam e continuam no respectivo Programa de Pós-Graduação como professores. Qual o embasamento legal para esse entendimento.";government
Olá, meu nome é Lucas Santos de Oliveira, graduando em Gestão Pública para o Desenvolvimento Econômico e Social pela UFRJ e estou escrevendo meu trabalho de conclusão de curso e nele falo sobre o Sistema Eletrônico de Informações - SEI, coordenado pelo MPOG. Eu gostaria de saber quais são todos os órgãos e entidades públicas que já aderiram ao SEI (quantos já implantaram, quantos estão em fase de implementação e quantos já demonstraram interesse). Além disso, gostaria de saber se a própria UFRJ já entrou em contato com o MPOG para aderir ao SEI. Atenciosamente, Lucas Oliveira.;academic
Prezados, solicito o Quadro de Referência atualizado constando as informações referentes aos códigos de vagas existentes na Instituição para o cargo de Professor do Magistério do Ensino Básico, Técnico e Tecnológico, separado por curso, existência de concurso vigente ou não para cada cargo. Tenho interesse específico em vagas para professor de engenharia florestal, ciências florestais, recursos florestais, silvicultura e/ou áreas correlatas. Desde já agradeço. Atenciosamente,;academic
No dia 20 de janeiro de 2016 ás 23:01 realizei a inscrição para a seleção para o edital 01/2016 - Lote 07, no entanto, devido a erros no email da ANA, o email voltou, com isso, procedi com o reenvio do email. No entanto, no dia posterior recebi uma mensagem dessa Agência informando que minha inscrição tinha sido feita fora do prazo determinado, ou seja, ás 00:01. Então enviei um email e narrei o fato, no entanto não obtive nenhum retorno. Em 28/01/2016 enviei outro email solicitando esclarecimento sobre o caso, fui informada que já tinha ocorrido a seleção inclusive com resultado da primeira fase ja divulgado. Por isso, gostaria de novamente solicitar esclarecimentos acerca da minha situação. Grata,;academic
